Team 1 Compo,Team 2 Compo,Victory
"['Cassiopeia', 'Lee Sin', 'Sivir', 'Teemo', 'Thresh']","['Alistar', 'Graves', 'Kalista', 'Nocturne', 'Orianna']",1
"['Master Yi', 'Miss Fortune', 'Mordekaiser', 'Sona', ""Vel'Koz""]","['Jhin', 'Sejuani', 'Thresh', 'Yasuo', 'Yone']",1
"['Akali', 'Hecarim', 'Lulu', 'Miss Fortune', 'Talon']","['Fizz', 'Nasus', 'Vayne', 'Warwick', 'Xerath']",1
"['Nautilus', 'Shen', 'Tristana', 'Yone', 'Zac']","['Ahri', 'Draven', 'Kayn', 'Olaf', 'Sona']",1
"['Ahri', 'Blitzcrank', 'Draven', 'Garen', 'Trundle']","['Fiora', 'Jax', ""Kai'Sa"", 'Thresh', 'Yasuo']",1
"['Jhin', 'Kindred', 'Lux', 'Sett', 'Yone']","['Ashe', 'Leona', 'Talon', 'Urgot', 'Warwick']",1
"['Ezreal', 'Lux', 'Nasus', 'Vi', 'Yasuo']","['Brand', 'Jhin', 'Kayn', 'Urgot', 'Veigar']",1
"['Miss Fortune', 'Shen', 'Teemo', 'Volibear', 'Yone']","['Ahri', 'Draven', 'Galio', 'Jax', 'Lee Sin']",1
"['Ashe', 'Heimerdinger', ""Kha'Zix"", 'Mordekaiser', 'Soraka']","['Kindred', 'Nautilus', 'Sett', 'Yasuo', 'Yone']",1
"['Caitlyn', 'LeBlanc', 'Sett', 'Vladimir', 'Warwick']","['Illaoi', 'Malphite', 'Tristana', 'Yone', 'Zed']",0
"['Jax', 'Lux', 'Miss Fortune', 'Ryze', 'Tryndamere']","['Caitlyn', 'Katarina', 'Nocturne', 'Ornn', 'Sona']",1
"['Hecarim', 'Heimerdinger', 'Irelia', 'Janna', 'Vayne']","['Fiora', ""Kai'Sa"", 'Katarina', 'Kayn', 'Morgana']",0
"['Jarvan IV', 'Jinx', 'Katarina', 'Lux', 'Malphite']","['Ekko', ""Kai'Sa"", 'Tahm Kench', 'Teemo', 'Volibear']",0
"['Darius', 'Jinx', 'Katarina', 'Lee Sin', 'Nami']","['Akali', 'Ashe', 'Elise', 'Lux', 'Sett']",1
"['Alistar', 'Aphelios', ""Kha'Zix"", 'Nasus', 'Yasuo']","['Caitlyn', 'Katarina', 'Master Yi', 'Morgana', 'Pantheon']",0
"['Caitlyn', 'Evelynn', 'Heimerdinger', 'Illaoi', 'Nami']","['Cassiopeia', 'Gnar', 'Katarina', 'Master Yi', 'Morgana']",1
"['Fiddlesticks', 'Illaoi', 'Katarina', 'Morgana', 'Tristana']","['Draven', 'Galio', 'Lee Sin', 'Thresh', 'Yone']",0
"['Ashe', 'Jhin', 'Nasus', 'Udyr', 'Zed']","['Caitlyn', 'Ekko', 'Katarina', 'Renekton', 'Thresh']",0
"['Ahri', 'Akali', 'Sejuani', 'Thresh', 'Vayne']","['Jax', 'Katarina', 'Tristana', 'Tryndamere', ""Vel'Koz""]",0
"['Bard', 'Lucian', 'Quinn', 'Veigar', 'Warwick']","['Evelynn', 'Garen', 'Kalista', 'Malphite', 'Neeko']",1
"['Riven', 'Teemo', 'Thresh', 'Vayne', 'Warwick']","['Akali', 'Gangplank', 'Jinx', 'Kindred', 'Sona']",1
"['Evelynn', 'Garen', ""Kai'Sa"", 'Neeko', 'Soraka']","['Ahri', 'Jax', 'Lux', 'Morgana', 'Vayne']",0
"['Irelia', 'Varus', 'Warwick', 'Yuumi', 'Zoe']","['Caitlyn', 'Kayle', 'LeBlanc', 'Nami', 'Sett']",0
"['Caitlyn', 'Kindred', 'Lulu', 'Teemo', 'Zed']","['Evelynn', 'Katarina', 'Leona', 'Lucian', 'Mordekaiser']",0
"['Evelynn', 'LeBlanc', 'Nami', 'Teemo', 'Yone']","['Jayce', 'Kayle', 'Miss Fortune', 'Nautilus', 'Vi']",0
"['Jayce', 'Lux', 'Rumble', 'Twitch', 'Volibear']","['Akali', 'Kayn', 'Sion', 'Soraka', 'Varus']",0
"['Blitzcrank', 'Caitlyn', 'Darius', 'Ekko', 'Sejuani']","['Lux', 'Shaco', 'Sivir', 'Urgot', 'Yone']",0
"['Caitlyn', 'Darius', 'Nautilus', 'Tristana', 'Warwick']","['Ezreal', 'Illaoi', 'Master Yi', 'Thresh', 'Yasuo']",1
"['Morgana', 'Shaco', 'Syndra', 'Tristana', 'Urgot']","['Akali', 'Gnar', 'Jhin', 'Sett', 'Sylas']",1
"['Diana', ""Kai'Sa"", 'Mordekaiser', 'Sett', 'Warwick']","[""Cho'Gath"", 'Ekko', 'Graves', 'Pyke', 'Vayne']",1
"['Garen', 'Jax', 'Morgana', 'Tristana', 'Yasuo']","['Evelynn', 'Nasus', 'Syndra', 'Twitch', 'Volibear']",0
"['Ahri', 'Ashe', 'Irelia', 'Morgana', 'Warwick']","['Brand', 'Draven', 'Jax', 'Sett', 'Tristana']",0
"['Amumu', 'Fiora', 'Miss Fortune', 'Pyke', 'Talon']","['Lucian', 'Mordekaiser', 'Olaf', 'Sona', ""Vel'Koz""]",0
"['Ezreal', 'Nautilus', 'Shaco', 'Tristana', 'Urgot']","['Heimerdinger', 'Jhin', 'Kayn', 'Morgana', 'Riven']",0
"['Amumu', 'Ezreal', 'Morgana', 'Rumble', 'Yone']","['Katarina', 'Miss Fortune', 'Teemo', ""Vel'Koz"", 'Warwick']",1
"['Draven', 'Graves', 'Volibear', 'Yone', 'Janna']","['Darius', 'Ezreal', 'Gragas', 'Twisted Fate', 'Janna']",0
"['Ahri', 'Caitlyn', 'Lillia', 'Yone', 'Yuumi']","[""Kha'Zix"", 'LeBlanc', 'Lucian', 'Rengar', 'Taric']",0
"['Ahri', 'Kayle', 'Morgana', 'Senna', 'Yone']","['Diana', 'Lucian', 'Lux', 'Pantheon', 'Vladimir']",0
"['Lee Sin', 'Morgana', 'Orianna', 'Rumble', 'Yone']","['Master Yi', 'Miss Fortune', 'Sett', 'Tryndamere', 'Zed']",0
"['Ahri', 'Jhin', 'Shaco', 'Sylas', 'Urgot']","['LeBlanc', 'Rumble', 'Twitch', 'Warwick', 'Yuumi']",1
"['Blitzcrank', 'Caitlyn', 'Renekton', 'Yasuo', 'Zac']","['Ezreal', 'Janna', ""Kha'Zix"", 'Rumble', 'Twisted Fate']",1
"['Ahri', 'Jhin', 'Pantheon', ""Vel'Koz"", 'Gnar']","['Amumu', 'Caitlyn', 'Swain', 'Yone', 'Gnar']",0
"['Azir', 'Blitzcrank', 'Elise', 'Janna', 'Lux']","['Kennen', 'Lee Sin', 'Lucian', 'Sett', 'Veigar']",0
"['Aatrox', 'Fizz', 'Jarvan IV', 'Jinx', 'Pyke']","['Ekko', 'Kalista', 'Thresh', 'Volibear', 'Xin Zhao']",0
"['Bard', 'Corki', 'Kennen', ""Kog'Maw"", 'Lee Sin']","[""Cho'Gath"", 'Lucian', 'Nautilus', 'Twitch', 'Zed']",0
"['Ashe', 'Fizz', 'Garen', 'Master Yi', 'Soraka']","['Fiddlesticks', 'Morgana', 'Orianna', 'Riven', 'Sivir']",0
"['LeBlanc', 'Tristana', 'Vi', 'Yasuo', 'Zilean']","['Annie', 'Ezreal', 'Fiora', 'Lee Sin', 'Pyke']",1
"['Bard', 'Ezreal', 'Fiora', 'Master Yi', 'Vayne']","['Lux', 'Nunu & Willump', 'Yasuo', 'Yone', 'Vayne']",0
"['Ekko', 'Jhin', 'Malzahar', 'Thresh', 'Urgot']","['Akali', 'Lee Sin', 'Nami', 'Shen', 'Sivir']",1
"['Caitlyn', 'Garen', 'Lillia', 'Nocturne', ""Vel'Koz""]","['Akali', 'Galio', 'Jarvan IV', 'Quinn', 'Taliyah']",1
"['Evelynn', 'Ezreal', 'Fiora', 'Lee Sin', 'Orianna']","[""Kog'Maw"", 'Lux', 'Ornn', 'Ryze', 'Udyr']",0
"['Ashe', 'Cassiopeia', ""Kha'Zix"", 'Sett', 'Shen']","['Akali', 'Ezreal', 'Kayn', 'Ornn', 'Pyke']",1
"['Ekko', 'Fizz', 'Jhin', 'Leona', 'Shen']","['Gangplank', 'Janna', 'Kayn', 'Miss Fortune', 'Sylas']",0
"['Caitlyn', 'Sylas', 'Udyr', 'Yone', 'Yuumi']","['Ahri', 'Illaoi', 'Jax', 'Jhin', 'Senna']",0
"['Alistar', 'Gnar', ""Kai'Sa"", 'Kayn', 'Yone']","['Ahri', 'Kindred', 'Rakan', 'Xayah', 'Yorick']",1
"['Caitlyn', 'Fiora', 'Orianna', ""Rek'Sai"", ""Vel'Koz""]","['Akali', 'Ashe', 'Kayle', 'Lee Sin', 'Pyke']",0
"['Draven', 'Master Yi', 'Thresh', 'Vladimir', 'Yasuo']","['Caitlyn', 'Galio', 'Kennen', 'Maokai', 'Nocturne']",0
"['Caitlyn', 'Evelynn', 'Senna', 'Tryndamere', 'Veigar']","['Akali', 'Irelia', 'Lillia', 'Nautilus', 'Swain']",0
"['Ezreal', 'Lee Sin', 'Morgana', 'Sylas', 'Jax']","['Miss Fortune', 'Riven', 'Veigar', 'Yone', 'Jax']",1
"['Ashe', 'Leona', 'Sett', 'Syndra', 'Teemo']","[""Cho'Gath"", 'Illaoi', 'Jhin', 'Nami', 'Volibear']",0
"['Irelia', 'Jhin', 'Lee Sin', 'Lux', 'Swain']","['Blitzcrank', 'Caitlyn', 'Fiora', 'Neeko', 'Volibear']",1
"['Amumu', 'Ashe', 'Malzahar', 'Thresh', 'Tryndamere']","['Caitlyn', 'Lulu', 'Olaf', 'Senna', 'Urgot']",1
"['Darius', ""Kai'Sa"", 'Thresh', 'Volibear', 'Zoe']","['Caitlyn', 'Ekko', 'Leona', 'Sett', 'Syndra']",0
"['Ashe', 'Blitzcrank', 'Fiddlesticks', 'Tryndamere', 'Veigar']","['Galio', 'Jhin', 'Lulu', 'Master Yi', 'Poppy']",1
"['Jhin', ""Kha'Zix"", 'Mordekaiser', 'Renekton', 'Sett']","['Akali', 'Neeko', 'Thresh', 'Zed', 'Sett']",1
"['Akali', 'Bard', ""Kai'Sa"", 'Teemo', 'Vi']","['Graves', 'Jayce', 'Leona', 'Twitch', 'Yone']",1
"['Hecarim', 'Jinx', 'Lulu', 'Ryze', 'Wukong']","['Garen', 'Lucian', 'Master Yi', 'Taric', 'Thresh']",1
"['Garen', 'Hecarim', 'Pyke', 'Tristana', 'Veigar']","['Jayce', 'Lucian', 'Malphite', 'Master Yi', 'Taric']",0
"['Ekko', 'Ezreal', 'Nunu & Willump', ""Rek'Sai"", 'Yuumi']","['Fiddlesticks', 'Gnar', ""Kai'Sa"", 'Kassadin', 'Lulu']",0
"['Ezreal', 'Master Yi', 'Ryze', 'Thresh', 'Urgot']","['Caitlyn', 'Morgana', ""Rek'Sai"", 'Yasuo', 'Zed']",0
"['Morgana', 'Rumble', 'Skarner', 'Vayne', 'Zed']","['Jhin', 'Master Yi', 'Riven', 'Taric', ""Vel'Koz""]",0
"['Azir', 'Dr. Mundo', 'Kindred', 'Senna', 'Yone']","['Gnar', 'Neeko', 'Nocturne', 'Taric', 'Varus']",1
"['Caitlyn', 'Camille', 'Nautilus', 'Orianna', 'Volibear']","['Jhin', 'Lux', 'Master Yi', 'Taric', 'Yone']",0
"['Alistar', 'Ashe', 'Ekko', 'Nasus', 'Talon']","['Evelynn', 'Karma', 'Mordekaiser', 'Swain', 'Vayne']",0
"['Ezreal', 'Lux', 'Mordekaiser', 'Qiyana', 'Zed']","['Ahri', 'Blitzcrank', 'Evelynn', 'Jhin', 'Malphite']",1
"['Darius', ""Kog'Maw"", 'Vi', 'Ziggs', 'Zyra']","['Blitzcrank', 'Caitlyn', 'Jax', 'Teemo', 'Zed']",0
"['Aphelios', 'Irelia', 'Taliyah', 'Teemo', 'Yasuo']","['Bard', 'Jayce', 'Jhin', ""Kai'Sa"", 'Yasuo']",0
"['Vladimir', 'Wukong', 'Malphite', 'Riven', 'Yasuo']","['Diana', 'Kindred', 'Malphite', 'Riven', 'Yasuo']",0
"['Sett', 'Sion', 'Tristana', 'Trundle', 'Thresh']","['Ezreal', 'Nunu & Willump', 'Veigar', 'Zed', 'Thresh']",1
"['Draven', 'Karthus', 'Morgana', 'Nunu & Willump', 'Renekton']","['Ezreal', 'Rengar', 'Soraka', 'Veigar', 'Zac']",0
"['Ekko', 'Kayle', 'Pyke', 'Teemo', 'Vayne']","['Draven', ""Kai'Sa"", 'Lux', 'Rengar', 'Zed']",0
"['Aphelios', 'Gangplank', 'Kayle', 'Pyke', 'Yone']","['Nautilus', 'Nidalee', 'Singed', 'Tristana', 'Yone']",1
"['Lucian', 'Nami', 'Vi', 'Yone', 'Zed']","['Hecarim', 'Illaoi', 'Lulu', 'Sylas', 'Xayah']",0
"['Ahri', 'Jhin', 'Mordekaiser', 'Morgana', 'Sejuani']","['Kalista', 'Pyke', 'Shen', 'Vi', 'Yasuo']",1
"['Ashe', 'Cassiopeia', 'Nidalee', 'Yone', 'Yuumi']","['Sett', 'Swain', 'Varus', 'Yasuo', 'Zed']",0
"['Fiddlesticks', 'Malphite', 'Miss Fortune', 'Pantheon', 'Yasuo']","['Aphelios', 'Azir', 'Nasus', 'Shaco', 'Taric']",1
"['Karthus', 'Senna', 'Xerath', 'Yone', 'Hecarim']","['Garen', 'Malzahar', 'Nami', 'Vayne', 'Hecarim']",0
"['Blitzcrank', 'Evelynn', 'Ezreal', 'Poppy', 'Yone']","['Camille', 'Lulu', 'Vayne', 'Volibear', 'Zoe']",1
"['Ahri', 'Fizz', 'Hecarim', 'Zilean', 'Yone']","['Blitzcrank', 'Jarvan IV', 'Jhin', ""Rek'Sai"", 'Yone']",0
"['Akali', 'Galio', 'Jax', ""Kai'Sa"", 'Morgana']","['Graves', 'Jhin', 'Kayle', 'Ornn', ""Vel'Koz""]",0
"['Ahri', 'Darius', 'Janna', 'Rengar', 'Senna']","['Jhin', ""Kha'Zix"", 'Morgana', 'Shen', 'Thresh']",0
"['Ezreal', 'Sona', 'Sylas', 'Tryndamere', 'Zed']","['Caitlyn', ""Kha'Zix"", 'Riven', 'Senna', 'Twisted Fate']",0
"[""Kai'Sa"", ""Kha'Zix"", 'Poppy', 'Swain', 'Twisted Fate']","['Hecarim', 'Jhin', 'Maokai', 'Thresh', 'Yasuo']",1
"['Jayce', 'Kayle', ""Kha'Zix"", 'Miss Fortune', 'Rakan']","['Alistar', 'Anivia', 'Evelynn', 'Illaoi', 'Twitch']",0
"['Akali', 'Fiora', ""Kha'Zix"", 'Miss Fortune', 'Swain']","['Amumu', 'Caitlyn', 'Leona', 'Renekton', 'Yasuo']",1
"['Illaoi', 'Janna', ""Kai'Sa"", ""Kha'Zix"", 'Yone']","['Cassiopeia', 'Darius', 'Graves', 'Leona', 'Tristana']",1
"['Jhin', 'Lux', 'Mordekaiser', 'Senna', 'Xin Zhao']","['Caitlyn', 'Ekko', 'Pyke', 'Twisted Fate', 'Urgot']",1
"['Garen', 'Miss Fortune', 'Senna', 'Shyvana', 'Twisted Fate']","['Azir', 'Jhin', 'Lillia', 'Nami', 'Sett']",1
"['Caitlyn', 'Jax', 'Lillia', 'Riven', 'Thresh']","['Lee Sin', 'Lucian', 'Shen', 'Viktor', 'Yasuo']",0
"['Kayle', ""Kha'Zix"", 'Morgana', 'Shen', 'Zoe']","['Malzahar', 'Riven', 'Senna', 'Swain', 'Wukong']",1
"['Diana', ""Kai'Sa"", 'Lux', 'Shen', 'Zac']","['Evelynn', 'Fizz', 'Pyke', 'Singed', 'Vayne']",0
"['Hecarim', 'Lucian', 'Orianna', 'Ornn', 'Thresh']","['Jhin', 'Nami', 'Shen', 'Syndra', 'Trundle']",0
"['Ezreal', 'Hecarim', 'Illaoi', 'Yasuo', 'Yuumi']","[""Kai'Sa"", 'Kassadin', 'Rengar', 'Sett', 'Singed']",0
"['Kayn', 'Lulu', 'Sett', 'Vayne', 'Viktor']","['Graves', 'Lucian', 'Maokai', 'Thresh', 'Yone']",1
"['Ezreal', 'Morgana', 'Orianna', 'Shen', 'Shyvana']","['Amumu', 'Dr. Mundo', 'Talon', 'Varus', 'Zyra']",1
"['Lee Sin', 'Malzahar', 'Shen', 'Tristana', 'Viktor']","['Jhin', 'LeBlanc', 'Nunu & Willump', 'Riven', 'Sona']",0
"['Akali', 'Anivia', 'Lee Sin', 'Lucian', 'Sett']","['Ahri', 'Hecarim', 'Morgana', 'Senna', 'Shen']",0
"['Elise', 'Galio', 'Kayle', 'Pyke', 'Xayah']","['Jarvan IV', ""Kai'Sa"", 'Master Yi', 'Sett', 'Yasuo']",1
"['Aatrox', 'Akali', 'Jhin', ""Rek'Sai"", 'Sett']","['Darius', 'Graves', 'Twitch', 'Veigar', 'Zoe']",0
"['Annie', 'Jhin', 'Urgot', 'Vi', 'Xerath']","['Gangplank', 'Karma', 'Mordekaiser', 'Tahm Kench', 'Vayne']",1
"['Illaoi', 'Jhin', 'Lillia', 'Lux', 'Volibear']","['Caitlyn', 'Garen', 'Pantheon', 'Rumble', 'Zed']",1
"['Azir', 'Gangplank', 'Jarvan IV', 'Kalista', 'Maokai']","['Ashe', 'Ekko', 'Garen', 'Nocturne', 'Zyra']",0
"['Azir', 'Blitzcrank', 'Jax', 'Kalista', 'Kayn']","['Bard', 'Elise', 'Ezreal', 'Lucian', 'Shen']",0
"['Annie', 'Jhin', 'Nami', 'Nocturne', 'Urgot']","['Aatrox', 'Ezreal', 'Kayn', 'Nautilus', 'Ziggs']",1
"[""Cho'Gath"", 'Galio', ""Kai'Sa"", 'Kayn', 'Lux']","['Jhin', 'LeBlanc', 'Lee Sin', 'Malphite', 'Zyra']",1
"['Ezreal', 'Fiddlesticks', 'Lulu', 'Vladimir', 'Yasuo']","['Annie', 'Jhin', 'Kayn', 'Nautilus', 'Yone']",0
"['Amumu', 'Ezreal', 'Fizz', 'Pyke', 'Renekton']","['Ekko', 'Jinx', 'Shen', 'Sylas', 'Thresh']",0
"['Caitlyn', 'Katarina', 'Kindred', 'Leona', 'Sejuani']","['Jinx', 'Rakan', 'Rumble', 'Sett', 'Syndra']",1
"['Ekko', 'Gangplank', ""Kai'Sa"", 'Morgana', 'Olaf']","['Blitzcrank', 'Cassiopeia', 'Ornn', 'Vayne', 'Warwick']",0
"['Ekko', 'Miss Fortune', 'Rakan', 'Singed', 'Zed']","['Blitzcrank', 'Jinx', 'Kayle', 'Veigar', 'Volibear']",0
"['Kayn', ""Kog'Maw"", 'Lulu', 'Sett', 'Vladimir']","['Dr. Mundo', 'Jhin', 'Kassadin', 'Lee Sin', 'Morgana']",1
"['Lucian', 'Morgana', 'Rengar', 'Yorick', 'Zoe']","[""Kai'Sa"", 'Kayn', 'Shyvana', 'Thresh', 'Yasuo']",1
"['Elise', 'Irelia', ""Kai'Sa"", 'Nami', 'Talon']","['Evelynn', 'Gangplank', 'Jhin', 'Lux', 'Sett']",1
"['Jinx', 'Lee Sin', 'Lulu', 'Quinn', 'Twisted Fate']","['Jhin', 'Lux', 'Riven', 'Vi', 'Yone']",1
"['Fizz', 'Lucian', 'Nocturne', 'Senna', 'Shen']","['Ezreal', 'Graves', 'Lux', 'Renekton', ""Vel'Koz""]",1
"['Janna', 'Jhin', 'Katarina', 'Shen', 'Trundle']","['Blitzcrank', 'Evelynn', 'Ezreal', 'Jax', 'Rumble']",1
"['Janna', 'Lucian', 'Urgot', 'Veigar', 'Volibear']","['Fizz', 'Irelia', 'Kayn', 'Vayne', 'Yuumi']",1
"['Gangplank', 'Janna', 'Malzahar', 'Shen', 'Talon']","['Caitlyn', 'Lillia', 'Lux', 'Morgana', 'Yone']",0
"['Amumu', 'Mordekaiser', 'Pyke', 'Senna', 'Sivir']","['Ezreal', 'Fiora', 'Janna', 'LeBlanc', 'Rammus']",0
"['Janna', 'Olaf', 'Twitch', 'Vladimir', 'Yasuo']","['Jax', 'Jhin', 'Qiyana', 'Volibear', 'Xerath']",1
"['Fizz', ""Kai'Sa"", 'Kayn', 'Lux', 'Yasuo']","['Annie', 'Ekko', 'Gnar', 'Taric', 'Twitch']",0
"['Jinx', 'Nasus', 'Qiyana', 'Sett', 'Soraka']","['Garen', 'Janna', 'Skarner', 'Swain', 'Sylas']",0
"['Ashe', 'Draven', ""Kai'Sa"", 'Kayn', 'Zed']","['Garen', 'Shyvana', 'Soraka', 'Tristana', 'Vladimir']",0
"['Ahri', 'Blitzcrank', ""Kai'Sa"", ""Kha'Zix"", 'Urgot']","['Alistar', 'Ezreal', 'Illaoi', 'Kassadin', 'Master Yi']",1
"['Aphelios', 'Fiddlesticks', 'Irelia', 'Jarvan IV', 'Lulu']","['Dr. Mundo', ""Kog'Maw"", 'Nautilus', 'Nocturne', 'Viktor']",0
"['Aphelios', 'Kled', 'Nautilus', 'Warwick', 'Zoe']","['Draven', 'Fiddlesticks', 'Galio', 'Karma', 'Lee Sin']",0
"['Caitlyn', 'Fiddlesticks', 'Garen', 'Katarina', 'Nami']","['Jhin', 'Kassadin', 'Rammus', 'Tryndamere', 'Yuumi']",0
"['Caitlyn', ""Cho'Gath"", 'Irelia', 'Kayn', 'Zyra']","['Draven', 'Karma', 'Malphite', 'Poppy', 'Twitch']",1
"['Fiddlesticks', 'Malphite', 'Miss Fortune', 'Sylas', 'Vi']","['Annie', 'Sett', 'Vayne', 'Warwick', 'Yuumi']",1
"['Gnar', 'Jarvan IV', 'Jhin', 'Rakan', 'Twisted Fate']","['Camille', 'Ezreal', 'Kayn', 'Qiyana', 'Thresh']",0
"['Irelia', 'Kayle', 'Leona', 'Miss Fortune', 'Olaf']","['Ashe', 'Darius', 'Kayn', 'Qiyana', 'Thresh']",1
"['Camille', 'Jinx', 'Lulu', 'Shaco', 'Twisted Fate']","['Ashe', 'Kayle', 'Lux', 'Rengar', 'Yuumi']",1
"['Bard', 'Caitlyn', 'Elise', 'Mordekaiser', 'Swain']","['Corki', 'Gragas', 'Lucian', 'Sett', 'Thresh']",0
"['Graves', 'Sett', 'Teemo', 'Tristana', 'Vladimir']","['Caitlyn', 'Kayn', 'Pyke', 'Swain', 'Yone']",0
"['Fiora', 'Gragas', 'Jhin', 'Sona', 'Yone']","['Kayle', 'Lulu', 'Lux', 'Twitch', 'Volibear']",0
"['Akali', 'Gangplank', 'Karma', 'Lucian', 'Volibear']","['Caitlyn', 'Master Yi', 'Senna', 'Vladimir', 'Zed']",0
"['Aurelion Sol', 'Darius', 'Kayn', 'Poppy', 'Swain']","['Camille', 'Jax', 'Pyke', 'Sett', 'Yasuo']",0
"['Blitzcrank', 'Garen', 'Miss Fortune', 'Vi', 'Yasuo']","['Galio', ""Kai'Sa"", 'Ornn', 'Sett', 'Veigar']",1
"['Amumu', 'Braum', 'Camille', 'Miss Fortune', 'Yasuo']","['Jhin', 'Nocturne', 'Ryze', 'Urgot', ""Vel'Koz""]",1
"['Brand', 'Caitlyn', 'Mordekaiser', 'Volibear', 'Yone']","['Ashe', 'Galio', ""Kha'Zix"", 'Malzahar', 'Warwick']",0
"['Caitlyn', 'Galio', 'Janna', 'Lillia', 'Riven']","['Kayle', 'Kindred', 'Leona', 'Lux', 'Renekton']",0
"['Akali', 'Ashe', 'Kayn', 'Nautilus', 'Renekton']","['Ekko', 'Kalista', 'Leona', 'Nasus', 'Yone']",1
"[""Kai'Sa"", 'Mordekaiser', 'Swain', 'Vayne', 'Vi']","['Akali', 'Ekko', 'Kalista', 'Morgana', 'Shyvana']",1
"['Fiora', 'Jinx', 'Lillia', 'Neeko', 'Thresh']","['Caitlyn', 'Mordekaiser', 'Morgana', 'Renekton', 'Warwick']",0
"['Darius', 'Miss Fortune', 'Morgana', 'Neeko', 'Xin Zhao']","[""Kai'Sa"", 'Lux', 'Nocturne', 'Ornn', 'Rakan']",1
"['Amumu', 'Azir', 'Jhin', 'Lux', 'Sett']","['Darius', 'Morgana', 'Skarner', 'Vayne', 'Zed']",0
"['Ezreal', 'Galio', 'Lee Sin', 'Malphite', 'Riven']","['Jayce', ""Kai'Sa"", ""Kha'Zix"", 'Morgana', 'Renekton']",0
"['Garen', 'Miss Fortune', 'Pyke', 'Rengar', 'Thresh']","['Anivia', 'Twitch', 'Vayne', 'Yasuo', 'Zed']",1
"['Ashe', 'Fizz', 'Pyke', 'Shyvana', 'Yasuo']","['Anivia', 'Evelynn', 'Lux', 'Tryndamere', 'Yasuo']",0
"['Jhin', 'Kayle', 'Lulu', 'Xin Zhao', 'Yone']","['Graves', 'LeBlanc', 'Shen', 'Vayne', 'Vi']",1
"['Nautilus', 'Yone', 'Zed', 'Ezreal', 'Master Yi']","['Blitzcrank', 'Fiora', 'Veigar', 'Ezreal', 'Master Yi']",0
"['Ezreal', 'Master Yi', 'Pantheon', 'Shen', 'Zed']","['Lee Sin', 'Poppy', 'Vayne', 'Veigar', ""Vel'Koz""]",1
"['Fizz', 'Lee Sin', 'Lucian', 'Pyke', 'Renekton']","['Nami', 'Neeko', 'Vayne', 'Yone', 'Zac']",1
"['Ahri', 'Kalista', 'Lee Sin', 'Lillia', 'Zed']","['Neeko', 'Shen', 'Thresh', 'Warwick', 'Xayah']",1
"['Camille', 'Graves', 'Lucian', 'Yasuo', 'Yuumi']","['Fizz', 'Jhin', 'Poppy', 'Sett', 'Taric']",0
"['Ahri', 'Akali', 'Twitch', 'Veigar', 'Zac']","['Ekko', 'Ezreal', 'Lulu', 'Vi', 'Yone']",0
"['Fizz', 'Lee Sin', 'Lucian', 'Lux', 'Sett']","['Irelia', 'Lulu', 'Neeko', 'Udyr', 'Vayne']",1
"['Graves', 'Riven', 'Sona', 'Twitch', 'Zed']","['Caitlyn', 'Morgana', 'Nautilus', 'Nocturne', 'Zed']",1
"['Kayle', 'Orianna', 'Rakan', 'Jhin', 'Shaco']","['Mordekaiser', 'Pyke', 'Teemo', 'Jhin', 'Shaco']",0
"['Azir', 'Gangplank', 'Soraka', 'Trundle', 'Caitlyn']","['Corki', 'Gnar', 'Master Yi', 'Pyke', 'Caitlyn']",0
"['Gangplank', ""Kai'Sa"", 'Pyke', 'Rengar', 'Yone']","['Aatrox', 'Jhin', 'LeBlanc', 'Lillia', 'Lulu']",1
"['Aurelion Sol', ""Kai'Sa"", 'Nocturne', 'Swain', 'Yone']","['Aatrox', 'Ekko', 'Orianna', 'Senna', 'Vayne']",1
"['Camille', 'Morgana', 'Ryze', 'Skarner', 'Vayne']","[""Kai'Sa"", ""Kha'Zix"", 'Mordekaiser', 'Varus', 'Vladimir']",0
"['Akali', 'Blitzcrank', 'Lucian', 'Nidalee', 'Riven']","['Ezreal', 'Garen', 'Lux', 'Vi', 'Zed']",0
"['Ekko', 'Jhin', 'Master Yi', 'Pyke', 'Riven']","['Annie', 'Dr. Mundo', ""Kha'Zix"", 'Morgana', 'Senna']",0
"['Jhin', 'Karthus', 'Katarina', 'Pantheon', 'Sona']","['Cassiopeia', 'Ezreal', 'Jarvan IV', 'Yasuo', 'Yuumi']",0
"['Lillia', 'Lux', 'Pyke', 'Sivir', 'Sylas']","['Jhin', 'Leona', 'Miss Fortune', 'Rumble', 'Zed']",1
"['Jhin', 'Morgana', 'Orianna', 'Shen', 'Tryndamere']","['Aatrox', 'Senna', 'Tristana', 'Viktor', 'Xin Zhao']",1
"['Caitlyn', 'Jax', 'Kayn', 'Thresh', 'Yasuo']","['Miss Fortune', 'Nautilus', 'Nocturne', 'Shaco', 'Veigar']",1
"['Draven', 'Mordekaiser', 'Morgana', 'Neeko', 'Warwick']","['Graves', 'Lulu', 'Poppy', 'Sivir', 'Zoe']",1
"['Ekko', 'Garen', 'Shen', 'Shyvana', 'Sivir']","['Ashe', 'Azir', 'Gangplank', 'Kindred', 'Sona']",1
"['Ashe', 'Azir', 'Lee Sin', 'Nautilus', 'Sion']","['Akali', 'Brand', 'Irelia', 'Jhin', 'Rammus']",1
